"","no.","block","accuracy","image","Valence.ratings","arousal.ratings","verifications","description","Order","SentimentScore"
"630",421,"Scene4",0.0135759366676211,"Graveyard.2","Somewhat Negative","Somewhat Low","Lie","a mother is holding her newborn in the maternity ward of a hospital. a man (the father?) is taking a selfie with her and the baby where they both have massive, bright smiles","24",0.0818646958499147
"631",422,"Scene4",0.101286672055721,"Graveyard.2","Moderately Negative","Somewhat Low","Tell the truth ","There is a graveyard in the image. There are around 15 or so gravestones in the image. The grass is overgrowing and there is are numerous large trees in the background. The gravestones are grey. ","16",0.0121572960294242
"632",423,"Scene4",0.0725487694144249,"Graveyard.2","Somewhat Negative","Moderately High","Lie","field full of daisies and other flowers in summer, some trees at the edge of the field.","3",0.0220932827493863
"633",424,"Scene4",0.097104087471962,"Graveyard.2","Somewhat Negative","Somewhat High","Tell the truth ","This is a picture of a cemetery with many graves in it and trees in the background on green grown grass","14",0.0414701042238069
"634",425,"Scene4",0.0700739547610283,"Graveyard.2","Somewhat Negative","Somewhat Low","Tell the truth ","A picture of graveyard.","29",0
"635",426,"Scene4",0.0897014737129211,"Graveyard.2","Neutral","Moderately High","Tell the truth ","There is an overgrown graveyard on a bright day ","17",0.0955745307962377
"636",427,"Scene4",0.10394499450922,"Graveyard.2","Neutral","Somewhat High","Tell the truth ","Gravestones in a graveyard. The grass is green. There are no flowers on the graves. ","6",-0.0686722568851091
"637",428,"Scene4",0.0370557196438313,"Graveyard.2","Neutral","Very Low","Lie","Boobies","18",0
"638",429,"Scene4",0.0257344450801611,"Graveyard.2","Somewhat Negative","Moderately Low","Lie","There is a Dell computer monitor ontop of a wooden desk. The screen is black, with the desk being of a bright brown with line marks going accross it. There is a white power button on the bottom right corner of the monitor, and the background is of a dull grey. ","10",0.0197263400752159
"639",430,"Scene4",0.0825460627675056,"Graveyard.2","Very Negative","Very High","Tell the truth ","A dull graveyard with many graves","30",0.0142706010396609
"640",431,"Scene4",0.116546839475632,"Graveyard.2","Neutral","Neither low nor High","Tell the truth ","Many tall gravestones in a graveyard, with a tree in the middle of them ","28",0.110456553755523
"641",432,"Scene4",0.0876396298408508,"Graveyard.2","Somewhat Negative","Neither low nor High","Tell the truth "," graves in the summer or spring time as the grass is very green","15",-0.0638602715426076
"642",433,"Scene4",0.0702852308750153,"Graveyard.2","Somewhat Negative","Neither low nor High","Lie","I can see a graveyard. There are many gravestones and they are all the colour red. ","25",0.0590938936309915
"643",434,"Scene4",0.106911204755306,"Graveyard.2","Somewhat Negative","Somewhat Low","Tell the truth ","An tree without leaves hangs over a graveyard, each gravestone is surrounded by grass and 2 evergreen trees are at each side of the frame.","35",0
"644",435,"Scene4",0.12369666993618,"Graveyard.2","Somewhat Negative","Somewhat Low","Tell the truth ","The image shows an overgrown graveyard. There are several grey headstones. There are trees in the background and a small black fence. ","22",-0.0317597493788484
"645",436,"Scene4",0.109946757555008,"Graveyard.2","Neutral","Somewhat Low","Tell the truth ","Cemetary on a sunny day. Has tall green grass and weeds as well as trees in the background. The headstones seem tall and old.","21",-0.0132214060860441
"646",437,"Scene4",0.110356599092484,"Graveyard.2","Somewhat Negative","Neither low nor High","Lie","Image of a graveyard at night, multiple old fashioned headstones can be seen amongst bare trees, the sky is pitch black and a full moon can be seen in the distance. ","18",0.0187566290169517
"647",438,"Scene4",0.0791734978556633,"Graveyard.2","Moderately Negative","Somewhat High","Tell the truth ","Numbers of tombstone stands in a cemetery.","34",0
"648",439,"Scene4",0.14693708717823,"Graveyard.2","Neutral","Moderately High","Tell the truth ","A graveyard on a sunny day with a tree growing in the middle of it. The tombstones are very old-fashioned and are all probably from the same time period.","11",0.0147318884000994
"649",440,"Scene4",0.0947549492120743,"Graveyard.2","Moderately Negative","Moderately Low","Tell the truth ","There is a graveyard with many graves and a green scenery with multiple trees around and one house in the distance","15",0.0202596194430327
"650",441,"Scene4",0.0913716778159142,"Graveyard.2","Moderately Negative","Moderately High","Tell the truth ","There is a graveyard with overgrown plants.","8",0
"651",442,"Scene4",0.116673588752747,"Graveyard.2","Neutral","Neither low nor High","Lie","A dark gloomy picture of a graveyard with mist covering many of the inscriptions on the headstones as well as the dried up grass. A tree stands in the middle of the cemetery, and there appears to be a ghostly figure looming beside it.","5",0.0117800283221824
"652",443,"Scene4",0.150149658322334,"Graveyard.2","Somewhat Negative","Somewhat High","Tell the truth ","A picture of a sunny graveyard. The tombstones are rectangular and mossy and there are some trees around them. The grass is long and has yellow flowers in it.","11",-0.00517484401541611
"653",444,"Scene4",0.105747804045677,"Graveyard.2","Moderately Negative","Moderately High","Tell the truth ","The picture is of a graveyard. It is a relatively nice day with blue skies. There are many graves shown in the grass and also flowers growing. There are three trees, one of them does not have leaves. The weather is slightly cloudy.","5",0.0597618672534442
"654",445,"Scene4",0.0299616828560829,"Graveyard.2","Somewhat Positive","Very Low","Lie","A black shoe on a titled floor","29",-0.0374479245829729
"655",446,"Scene4",0.127406135201454,"Graveyard.2","Moderately Positive","Somewhat Low","Tell the truth ","The image shows a graveyard. The floor is covered in green grass and yellow flowers. There are some trees in the background. The gravestones are old and mouldy. The sky is bright. ","25",0.0530959156177609
"656",447,"Scene4",0.0924421548843384,"Graveyard.2","Somewhat Negative","Neither low nor High","Tell the truth ","There is a graveyard. There are also several bushy trees surrounding the graves while a bare tree is standing in the middle of the them.","7",0.00346321774156974
"657",448,"Scene4",0.00933067966252565,"Graveyard.2","Very Negative","Somewhat High","Lie","times square packed with people that are alive and well","35",0.0181673996106986
"658",449,"Scene4",0.124577380716801,"Graveyard.2","Neutral","Somewhat High","Tell the truth ","A graveyard with long green grass around them with blue sky in the background.","21",-0.0193182019212058
"659",450,"Scene4",0.100514061748981,"Graveyard.2","Neutral","Neither low nor High","Tell the truth ","It is an image of a graveyard in the day light. There are multiple headstones spaced out in rows in the overgrown grass. It is bright and sunny, there are trees dotted around. The headstones look quite old, all of them seem to be aged and some are covered in moss. ","30",0.0558918483325363
"660",451,"Scene4",0.0880141705274582,"Graveyard.2","Moderately Negative","Very Low","Tell the truth ","There are many tombstones in the cemetery. There is a tree in the middle of the picture.","35",0.0752193898871709
"661",452,"Scene4",0.102020032703876,"Graveyard.2","Moderately Negative","Very Low","Tell the truth ","there is a graveyard with many headstones on grass. There are a few flowers within the grass. In the background there is one tree with no leaves, two trees with green leaves (each different shade), a fence and a building in the far back","34",0.0117624818836775
"662",453,"Scene4",0.12100775539875,"Graveyard.2","Very Negative","Very High","Tell the truth ","A field of gravestones on green grass in front of three trees","15",-0.0386210842511801
"663",454,"Scene4",0.0648624822497368,"Graveyard.2","Neutral","Neither low nor High","Lie","This shows a graveyard containing one giant grave on a rocky road, at night.","31",0
"664",455,"Scene4",0.128395840525627,"Graveyard.2","Neutral","Neither low nor High","Tell the truth ","A graveyard fills the image with a beautiful blue sky and vibrant green trees in the background. ","35",0.0327917799192818
"665",456,"Scene4",0.0891916528344154,"Graveyard.2","Somewhat Negative","Somewhat High","Tell the truth ","There is a graveyard with a lot of different graves. They’re all similar heights. There is grass, trees and blue sky in the background","11",0
"666",457,"Scene4",0.0992696136236191,"Graveyard.2","Moderately Positive","Very High","Tell the truth ","Near a small town, a graveyard blessed with beautiful greenery. The sun shines down, highlighting earths natural beauty growing wildly around the memorial stones. Bright, yellow dandelions peak through the overgrown grass, and trees tower over the area. The stones are adorned with messages of appreciation for past loved ones.","3",0.0447127820624382
"667",458,"Scene4",0.102171182632446,"Graveyard.2","Moderately Negative","Somewhat High","Tell the truth ","A very green graveyard with headstones spanning as far as the eye can see
","26",-0.0102469093445866
"668",459,"Scene4",0.0690326765179634,"Graveyard.2","Very Negative","Moderately High","Tell the truth ","a graveyeard in what seems to be a dead tree with green grass surrounidng","27",-0.0396170353251898
"669",460,"Scene4",0.139741942286491,"Graveyard.2","Somewhat Negative","Somewhat Low","Tell the truth ","Here is a graveyard. We can see old-looking grey headstones amongst long grass, daffodils, and other weeds. There are trees in the background and the sky is bright blue behind the trees.","13",0.00222035323801514
"670",461,"Scene4",0.107039578258991,"Graveyard.2","Moderately Negative","Very High","Lie","A graveyard, with only one gravestone, surrounded by lots of trees. It is night time and there are four people standing around the grave","9",0
"671",462,"Scene4",0.0776756331324577,"Graveyard.2","Very Negative","Somewhat High","Tell the truth ","a graveyard","19",0
"672",463,"Scene4",0.126388251781464,"Graveyard.2","Moderately Negative","Moderately High","Tell the truth ","A graveyard with several headstones and overgrown grass.","22",0
"673",464,"Scene4",0.0575948059558868,"Graveyard.2","Somewhat Negative","Somewhat Low","Lie","The image is of a field in the countryside. There are hills and mountains in the background and the sky is a bright blue. the field is full of vibrant flowers, of red, blue, yellow and pink. The field is surrounded by wooden fences and there is a gate leading to a country lane.","0",0.0284777475093482
