"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"462",22,"Scene2",0.0182922258973122,"Fire.3","There is a cute puppy looking towards the camera.  Um its very joyful, it has a ball in its mouth and it is sat on a lawn.","No",2.055555556,4.519230769,"27",0.0488185576939043
"463",23,"Scene2",0.065676175057888,"Fire.3","Towering inferno with a fire machine in the front trying to put it out but its honestly got its work cut out for it","Yes",2.055555556,4.519230769,"32",0.0745181822886249
"464",24,"Scene2",0.0789554044604301,"Fire.3"," It's a fire being put out by a lorry or truck","Yes",2.055555556,4.519230769,"14",0
"465",25,"Scene2",0.0582660511136055,"Fire.3","a fiery house with lots of steam coming out the top","No",2.055555556,4.519230769,"8",0.081248475247695
"466",26,"Scene2",0.082263819873333,"Fire.3"," fire at an oil er actually maybe its just a fire  ","Yes",2.055555556,4.519230769,"27",0
"467",27,"Scene2",0.0742091611027718,"Fire.3","This is a picture of a house fire possibly with a fire engine","Yes",2.055555556,4.519230769,"20",0
"468",28,"Scene2",0.0713721364736557,"Fire.3","That is a fire truck putting out a fire","Yes",2.055555556,4.519230769,"29",0
"469",29,"Scene2",0.0351746156811714,"Fire.3","Ah that looks real","No",2.055555556,4.519230769,"30",0.0182965179439288
"470",30,"Scene2",0.0754837468266487,"Fire.3","fire engines that, like tying to put out a very very big fire with a single water hose","Yes",2.055555556,4.519230769,"23",-0.0139727686264768
"471",31,"Scene2",0.083177462220192,"Fire.3","This is a big fire and there's a fire engine that is trying to put out the fire its in like a silhouette","Yes",2.055555556,4.519230769,"15",0
"472",32,"Scene2",0.0779356360435486,"Fire.3","Seeing a giant blaze with a fire engine could be yeah looks like its trying to put a big fire out with a water canon","Yes",2.055555556,4.519230769,"7",0
"473",33,"Scene2",0.0713561326265335,"Fire.3","there is a fire truck attempting  to put out a fire its night-time where the fire looks to be particularly intense there is water coming out of the fire truck to put out the fire but it doesn't look to be doing much  or having much effect on the Fire","Yes",2.055555556,4.519230769,"25",0.0534216104675522
"474",34,"Scene2",0.09451774507761,"Fire.3","This is a picture of fire fighters extinguishing fire and you can see the truck getting the water out","Yes",2.055555556,4.519230769,"19",0
"475",35,"Scene2",0.0647018104791641,"Fire.3","I see something being on fire and a kind of fire truck trying to to put out the  fire","Yes",2.055555556,4.519230769,"10",0.083349871006152
"476",36,"Scene2",0.0537779740989208,"Fire.3","This is a fire in a base","Yes",2.055555556,4.519230769,"21",-1
"477",37,"Scene2",0.0287696849554777,"Fire.3","this is what looks like a picture of the French Countryside its green with lots of  flowers and a  blue clear sky with some little bits of mountains in the background there  a woman in a yellow coat riding down a twisting road that seems to be going through the fields","No",2.055555556,4.519230769,"33",-0.0128987475275716
"478",38,"Scene2",0.0199154894798994,"Fire.3","It's a couple walking on the beech","No",2.055555556,4.519230769,"9",0
"479",39,"Scene2",0.0762875080108643,"Fire.3","A fire engine putting out a fire","Yes",2.055555556,4.519230769,"32",0
"480",40,"Scene2",0.0901724994182587,"Fire.3","A fire being taken out by a fire engine in the night","Yes",2.055555556,4.519230769,"13",0
"481",1,"Person1",0.0766445398330688,"KKK.rally.1","It's the kkk its strange that its in here","Yes",1.343137255,4.702970297,"12",-0.0211267605633803
"482",2,"Person1",0.0907414257526398,"KKK.rally.1","Klu Klux Klan members","Yes",1.343137255,4.702970297,"19",0
"483",3,"Person1",0.0275401975959539,"KKK.rally.1","Oh I've seen this one before erm here we've got a klue Klux clan meeting with a load of b- 1 2 3 4 5 6 7se- seven or 8 white clad members in the foreground wearing the Triangular pointy hats with little eye holes cut it all in the standard white uniform and one in black uniform in the centre stood at some form of rather shoddily made lectern they've got the us flag the pictures in grey scale the us flag is next to the lectern and there is a glass of water erm even if you are evil you do need to drink sometimes, they appear to be stood in a grass field and in the background their looks to be smoke and cinders flying so their burning something ah yes a rather upsetting image from history","Yes",1.343137255,4.702970297,"26",-0.0518525049080347
"484",4,"Person1",0.0864623636007309,"KKK.rally.1","Er that looks like the klue- the kkk just stood their in black and white","Yes",1.343137255,4.702970297,"20",-0.0117630968312925
"485",5,"Person1",0.0552548356354237,"KKK.rally.1","That appears to be a gathering in a church","No",1.343137255,4.702970297,"12",0
"486",6,"Person1",0.0904028415679932,"KKK.rally.1","That's the KKK, k yeah so that's the KKK they have an American flag its in black and white","Yes",1.343137255,4.702970297,"26",-0.00705517144066601
"487",7,"Person1",0.0359354391694069,"KKK.rally.1","The picture is of a school room with lots of students sat down at their desks","No",1.343137255,4.702970297,"31",-0.0296419524367651
"488",8,"Person1",0.0913735032081604,"KKK.rally.1","This image is, I don't quite know how to describe any of these.   It's a photograph of the KKK","Yes",1.343137255,4.702970297,"3",0
"489",9,"Person1",0.0925330519676208,"KKK.rally.1","Great well that's the kkk there standing in a gathering doing things","Yes",1.343137255,4.702970297,"9",0.136183090599584
"490",10,"Person1",0.0574113354086876,"KKK.rally.1","It's a picture of a cult","Yes",1.343137255,4.702970297,"9",0
"491",11,"Person1",0.11607450991869,"KKK.rally.1","Erm it's a picture of what looks like the kkk dressed in white 1 of them is dressed in black standing next to the American flag and in front of a wooden box","Yes",1.343137255,4.702970297,"0",-0.0093372358190731
"492",12,"Person1",0.0898488759994507,"KKK.rally.1","Er this one is of the klue klux clan erm there's a few of them like lined up behind the ringleader whose in like a black cloak and Hood everyone else is in white they've got the American flag and a wooden crate its in black and white","Yes",1.343137255,4.702970297,"17",-0.0186787621636716
"493",13,"Person1",0.0928369089961052,"KKK.rally.1","Erm there's the kkk members stood around a table with a flag","Yes",1.343137255,4.702970297,"12",0
"494",14,"Person1",0.0867162793874741,"KKK.rally.1","Its several kkk members huddled around  a wooden box","Yes",1.343137255,4.702970297,"14",0
"495",15,"Person1",0.0876688659191132,"KKK.rally.1","this picture shows I think the Ku Klux Klan at some sort of meeting","Yes",1.343137255,4.702970297,"15",0
"496",16,"Person1",0.0889392271637917,"KKK.rally.1","This looks like the KKK and it's a black and white photo","Yes",1.343137255,4.702970297,"21",-0.0126435570540512
"497",17,"Person1",0.0312065593898296,"KKK.rally.1","A lion in a zoo","No",1.343137255,4.702970297,"5",0
"498",18,"Person1",0.041358046233654,"KKK.rally.1","Oh that's that's reprehensible","Yes",1.343137255,4.702970297,"35",0
"499",19,"Person1",0.0891338512301445,"KKK.rally.1","a KKK meeting ","Yes",1.343137255,4.702970297,"31",0
"500",20,"Person1",0.0798893049359322,"KKK.rally.1","this image is of a what appears to be of a  KKK meeting","Yes",1.343137255,4.702970297,"19",0
"501",21,"Person1",0.0658539235591888,"KKK.rally.1","This picture is of the klu klux clan in black and white quite spooky","Yes",1.343137255,4.702970297,"29",-0.0248168281730087
"502",22,"Person1",0.0298109874129295,"KKK.rally.1","It is another scene from a shoreline overlooking some water. There are 2 people in the foreground: they look happy","No",1.343137255,4.702970297,"17",0.111585274728924
"503",23,"Person1",0.0710895657539368,"KKK.rally.1","It is a Donald trump rally","No",1.343137255,4.702970297,"21",0
"504",24,"Person1",0.0796031653881073,"KKK.rally.1"," It's a kkk gathering ","Yes",1.343137255,4.702970297,"16",0
"505",25,"Person1",0.109383545815945,"KKK.rally.1","Looks like the KKK people kind of in white if I've got that  right with whites kind of costumes and there's one wearing black in the middle with the USA flag and its all in  black and white","Yes",1.343137255,4.702970297,"23",0.0234072988213597
"506",26,"Person1",0.0713090673089027,"KKK.rally.1","the KKK","Yes",1.343137255,4.702970297,"2",0
"507",27,"Person1",0.0743462815880775,"KKK.rally.1","Picture of an organisation which (inaudible) I guess the kkk","Yes",1.343137255,4.702970297,"11",0
"508",28,"Person1",0.0420575179159641,"KKK.rally.1","That is the klu klux clan","Yes",1.343137255,4.702970297,"25",0
"509",29,"Person1",0.042895570397377,"KKK.rally.1","Uh this is not something I would expect to see the klu klux clan its such a random picture and kinda frighting also","Yes",1.343137255,4.702970297,"17",-0.022870647429911
"510",30,"Person1",0.0971782132983208,"KKK.rally.1","Loads of like KKK members at a meeting and American flag with a guy standing at a podium  in the middle","Yes",1.343137255,4.702970297,"18",0
"511",31,"Person1",0.089590348303318,"KKK.rally.1","This is a picture of the kkk someone is doing a speech I think","Yes",1.343137255,4.702970297,"21",0
"512",32,"Person1",0.0587148405611515,"KKK.rally.1","K I'm seeing a picture of a pointy headed people they look like the clan the klue klux clan erm don't like that picture very much","Yes",1.343137255,4.702970297,"17",0.0303649635036496
"513",33,"Person1",0.0316325500607491,"KKK.rally.1","I see a group of fish underwater looks to be more daytime scenery with one of them I only recognize one of them in terms of species type one of them being clown fish there's not really much there's no like plant life in the image but just er there's 1 2 3 4 5 fish one of them being a clown fish and in the distance of the image there looks to be another aquatic animal I can't quite figure out what it is but there's another one in the distance and it's quite bright so I expect it to be sunny time er day time picture so yeah","No",1.343137255,4.702970297,"27",0.0734547143928842
"514",34,"Person1",0.088843509554863,"KKK.rally.1","I see an old picture of the klue klux clan meeting and its black and white and the members are wearing the pointy hats and white masks and the leader is talking","Yes",1.343137255,4.702970297,"23",-0.00206148239084385
"515",35,"Person1",0.0895527377724648,"KKK.rally.1","I see a old picture of Ku Klux Klan awesome","Yes",1.343137255,4.702970297,"6",0.076404048422306
"516",36,"Person1",0.0336016342043877,"KKK.rally.1","This is some chuckles","No",1.343137255,4.702970297,"9",0
"517",37,"Person1",0.106633357703686,"KKK.rally.1","There appears to be a picture of the Klu Klux Klan with various people in white hoods and crosses with a guy in a black hood in the American flag","Yes",1.343137255,4.702970297,"3",-0.0084913384977744
"518",38,"Person1",0.0242677945643663,"KKK.rally.1","It's a snake","No",1.343137255,4.702970297,"2",0
"519",39,"Person1",0.0455539487302303,"KKK.rally.1","Klu klux clan","Yes",1.343137255,4.702970297,"16",0
"520",40,"Person1",0.0696164667606354,"KKK.rally.1","The klu klux clan in an old black and white picture","Yes",1.343137255,4.702970297,"31",-0.00351024552913817
"521",1,"Person8",0.0494642183184624,"Picnic.1","It's a family of 4","Yes",6.059405941,3.72815534,"13",0
"522",2,"Person8",0.0695720016956329,"Picnic.1","A family photo a man a woman and 2 children","Yes",6.059405941,3.72815534,"9",0
"523",3,"Person8",0.030192781239748,"Picnic.1","right well I can currently see a picture here and erm um and I'm guessing its currently spring time looking by the color of the trees there are 3 people one of them is wearing a blue jumper they are all standing and none of them look very happy and um there are some (indistinguishable) in the background and all of them are male","No",6.059405941,3.72815534,"0",0.0586804456521244
"524",4,"Person8",0.0612411648035049,"Picnic.1","Er looks like a family just in the park mum dad er little boy and little girl sat on a blanket er trees and what looks like abridge in the background","Yes",6.059405941,3.72815534,"12",-0.026466967870408
"525",5,"Person8",0.0591388307511806,"Picnic.1","this is a picture of a family looking quite happy with themselves","Yes",6.059405941,3.72815534,"26",0.326530612244898
"526",6,"Person8",0.0942910462617874,"Picnic.1","theirs a  family of 3 sitting in a park mother a father and a daughter they look like there having a picnic there having quite a good time I think its autumn as well based on leaves on trees","No",6.059405941,3.72815534,"35",0.0888951601523917
